video_name,mIoU,mNSD
video_41,0.740644338194639,0.7586665151451203
video_42,0.7095868369169283,0.7303410484232957
video_43,0.7484690429579819,0.770414547233787
video_44,0.676205398520475,0.7129315492069666
video_45,0.7442454588418193,0.7986753027167982
video_46,0.7204473401542609,0.7612735127269773
video_47,0.7590566445873208,0.8099527775668753
video_48,0.7947827941243357,0.8232327074241532
video_49,0.6701286648209331,0.7072579841295622
video_50,0.754315622384953,0.8247009762769345
