video_name,mIoU,mNSD
video_41,0.7319702211185684,0.7553649443635644
video_42,0.7038880495597354,0.7271737560108397
video_43,0.7552741172310076,0.771428653063079
video_44,0.7268310989065281,0.7548762464746775
video_45,0.7682095140825466,0.8199466823583428
video_46,0.7371826985079089,0.7775877248147613
video_47,0.7605182212425092,0.8087402068199967
video_48,0.7740588782945818,0.8040399622762058
video_49,0.6793966294560647,0.7170728862770028
video_50,0.75395432074597,0.822609181629573
