video_name,mIoU,mNSD
video_41,0.7198990882408259,0.7447306802974584
video_42,0.7035363207141679,0.7238113077335443
video_43,0.7255835128528945,0.7494427480930347
video_44,0.6753052522092023,0.7053350390433664
video_45,0.7391662396435738,0.791602417487025
video_46,0.700342364010919,0.7407382368130555
video_47,0.7380633354998744,0.7875314163352676
video_48,0.7764881663644962,0.8059671259082609
video_49,0.6566106775761142,0.6891605100728067
video_50,0.7152614706047125,0.7855338361753031
