video_name,mIoU,mNSD
video_41,0.7372338550628783,0.7607187046795513
video_42,0.6982993331230097,0.717606670605302
video_43,0.72231449404006,0.7341667755050156
video_44,0.6902591268938661,0.7234029288967404
video_45,0.7413297145382447,0.7965798549644175
video_46,0.7300737245205112,0.7707527108531009
video_47,0.7405047450409502,0.7901223672706329
video_48,0.778721777650044,0.8050808090539207
video_49,0.6649403104131806,0.7024431754843987
video_50,0.7519647503563617,0.8207792965009651
